element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
H,1,"=""835.900""","=""0.003""","=""835.9004""","=""0.0006""","=""500""","=""""",,"=""97492.304""","=""[109452.1650]""","=""3""","=""""","=""""","=""22""","=""""","=""""",,"=""""","=""L7400c29""",
He,1,"=""""","=""""","=""836.171342""","=""0.000006""","=""2*""","=""3.8126e+05""",AAA,"=""[183236.789095]""","=""[195192.7746751]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""836.173561""","=""0.000006""","=""2*""","=""3.8126e+05""",AAA,"=""[183236.789095]""","=""[195192.7429528]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""836.173742""","=""0.000006""","=""2*""","=""3.8126e+05""",AAA,"=""[183236.789095]""","=""[195192.7403680]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""L366""",
H,1,"=""837.448""","=""0.003""","=""837.4476""","=""0.0006""","=""600""","=""""",,"=""97492.304""","=""[109430.0696]""","=""3""","=""""","=""""","=""21""","=""""","=""""",,"=""""","=""L7400c29""",
H,1,"=""839.240""","=""0.003""","=""839.2397""","=""0.0006""","=""700""","=""1.5167e+03""",AAA,"=""97492.304""","=""[109404.5776]""","=""3""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""L7400c29""",
H,1,"=""841.332""","=""0.003""","=""841.3318""","=""0.0006""","=""700""","=""1.9643e+03""",AAA,"=""97492.304""","=""[109374.9555]""","=""3""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""L7400c29""",
H,1,"=""843.795""","=""0.003""","=""843.7956""","=""0.0006""","=""700""","=""2.5804e+03""",AAA,"=""97492.304""","=""[109340.2604]""","=""3""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""L7400c29""",
H,1,"=""846.726""","=""0.003""","=""846.7254""","=""0.0006""","=""700""","=""3.4442e+03""",AAA,"=""97492.304""","=""[109299.2642]""","=""3""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""L7400c29""",
H,1,"=""850.249""","=""0.003""","=""850.2483""","=""0.0006""","=""(1200)""","=""4.6801e+03""",AAA,"=""97492.304""","=""[109250.3433]""","=""3""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""L7400c29""",
Li,2,"=""851.737""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3501""",
He,1,"=""""","=""""","=""851.803597""","=""0.000005""","=""""","=""2.6252e+05""",AAA,"=""[184864.826715]""","=""[196601.39764087]""","=""1s.3s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
H,1,"=""854.538""","=""0.003""","=""854.5383""","=""0.0006""","=""(1400)""","=""6.4901e+03""",AAA,"=""97492.304""","=""[109191.3154]""","=""3""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""L7400c29""",
He,1,"=""""","=""""","=""858.261165""","=""0.000004""","=""""","=""1.1647e+04""",AAA,"=""[185564.55932651]""","=""[197212.824517451]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.261252""","=""0.000004""","=""""","=""1.0481e+05""",AAA,"=""[185564.55932651]""","=""[197212.823339109]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.261258""","=""0.000004""","=""""","=""4.1928e+05""",AAA,"=""[185564.55932651]""","=""[197212.823255258]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.262785""","=""0.000004""","=""""","=""1.7470e+05""",AAA,"=""[185564.5813147]""","=""[197212.824517451]""","=""1s.3p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.262872""","=""0.000004""","=""""","=""3.1444e+05""",AAA,"=""[185564.5813147]""","=""[197212.823339109]""","=""1s.3p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.282731""","=""0.000004""","=""""","=""2.3293e+05""",AAA,"=""[185564.8520073]""","=""[197212.824517451]""","=""1s.3p""","=""3P*""","=""0""","=""1s.10d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
H,1,"=""859.839""","=""0.003""","=""859.8392""","=""0.0006""","=""2300""","=""9.2117e+03""",AAA,"=""97492.304""","=""[109119.1917]""","=""3""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""L7400c29""",
He,1,"=""""","=""""","=""863.270670""","=""0.000004""","=""""","=""1.5262e+05""",AAA,"=""[185564.55932651]""","=""[197145.2306518]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""863.272309""","=""0.000004""","=""""","=""9.1570e+04""",AAA,"=""[185564.5813147]""","=""[197145.2306518]""","=""1s.3p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""863.292489""","=""0.000004""","=""""","=""3.0523e+04""",AAA,"=""[185564.8520073]""","=""[197145.2306518]""","=""1s.3p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
H,1,"=""866.502""","=""0.003""","=""866.5018""","=""0.0006""","=""(2200)""","=""1.3431e+04""",AAA,"=""97492.304""","=""[109029.7913]""","=""3""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""L7400c29""",
H,1,"=""875.046""","=""0.003""","=""875.0472""","=""0.0005""","=""2200""","=""2.0207e+04""",AAA,"=""97492.304""","=""108917.1209""","=""3""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""L7400c29""",
He,1,"=""""","=""""","=""877.670743""","=""0.000004""","=""""","=""1.6044e+04""",AAA,"=""[185564.55932651]""","=""[196955.225652215]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.670868""","=""0.000004""","=""""","=""1.4439e+05""",AAA,"=""[185564.55932651]""","=""[196955.224035287]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.670877""","=""0.000004""","=""""","=""5.7759e+05""",AAA,"=""[185564.55932651]""","=""[196955.223920571]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.672438""","=""0.000004""","=""""","=""2.4066e+05""",AAA,"=""[185564.5813147]""","=""[196955.225652215]""","=""1s.3p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.672562""","=""0.000004""","=""""","=""4.3316e+05""",AAA,"=""[185564.5813147]""","=""[196955.224035287]""","=""1s.3p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.693296""","=""0.000004""","=""""","=""3.2088e+05""",AAA,"=""[185564.8520073]""","=""[196955.225652215]""","=""1s.3p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""884.914443""","=""0.000004""","=""""","=""2.1321e+05""",AAA,"=""[185564.55932651]""","=""[196861.9847334]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""884.916165""","=""0.000004""","=""""","=""1.2792e+05""",AAA,"=""[185564.5813147]""","=""[196861.9847334]""","=""1s.3p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""884.937369""","=""0.000004""","=""""","=""4.2641e+04""",AAA,"=""[185564.8520073]""","=""[196861.9847334]""","=""1s.3p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
H,1,"=""886.289""","=""0.010""","=""886.2783""","=""0.0006""","=""(3600)""","=""3.1558e+04""",AAA,"=""97492.304""","=""108772.3445""","=""3""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""L7400c29""",
He,1,"=""""","=""""","=""886.366125""","=""0.000004""","=""""","=""1.442e+00""",AA,"=""[159855.971776]""","=""[171134.894441]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""891.477170""","=""0.000005""","=""""","=""3.8260e+05""",AAA,"=""[184864.826715]""","=""[196079.08496364]""","=""1s.3s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696608""","=""0.000004""","=""""","=""8.857e+03""",AA,"=""[186101.54358476]""","=""[197213.351136821]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696681""","=""0.000004""","=""""","=""1.6007e+03""",AAA,"=""[186101.54358476]""","=""[197213.350237182]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696725""","=""0.000004""","=""""","=""3.6017e+05""",AAA,"=""[186101.54358476]""","=""[197213.349686315]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696749""","=""0.000004""","=""""","=""3.1161e+04""",AAA,"=""[186101.54358476]""","=""[197213.349392262]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696811""","=""0.000004""","=""""","=""6.651e+04""",AA,"=""[186101.54609533]""","=""[197213.351136821]""","=""1s.3d""","=""3D""","=""2""","=""1s.10f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696884""","=""0.000004""","=""""","=""5.6012e+04""",AAA,"=""[186101.54609533]""","=""[197213.350237182]""","=""1s.3d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696952""","=""0.000004""","=""""","=""2.5364e+05""",AAA,"=""[186101.54609533]""","=""[197213.349392262]""","=""1s.3d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.700463""","=""0.000004""","=""""","=""3.0254e+05""",AAA,"=""[186101.59029341]""","=""[197213.350237182]""","=""1s.3d""","=""3D""","=""1""","=""1s.10f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.752049""","=""0.000004""","=""""","=""1.2389e+04""",AAA,"=""[186104.96409510]""","=""[197216.086955998]""","=""1s.3d""","=""1D""","=""2""","=""1s.10p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.973645""","=""0.000005""","=""""","=""2.8406e+05""",AAA,"=""[186104.96409510]""","=""[197213.351136821]""","=""1s.3d""","=""1D""","=""2""","=""1s.10f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.973786""","=""0.000005""","=""""","=""7.516e+04""",AA,"=""[186104.96409510]""","=""[197213.349392262]""","=""1s.3d""","=""1D""","=""2""","=""1s.10f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.914475""","=""0.000005""","=""""","=""2.2323e+04""",AAA,"=""[186101.54358476]""","=""[197198.33011596]""","=""1s.3d""","=""3D""","=""3""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.914635""","=""0.000005""","=""""","=""1.9927e+04""",AAA,"=""[186101.54609533]""","=""[197198.33066214]""","=""1s.3d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.914679""","=""0.000005""","=""""","=""3.9853e+03""",AAA,"=""[186101.54609533]""","=""[197198.33011596]""","=""1s.3d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.917678""","=""0.000005""","=""""","=""2.6575e+04""",AAA,"=""[186101.59029341]""","=""[197198.33737542]""","=""1s.3d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.918223""","=""0.000005""","=""""","=""6.6439e+03""",AAA,"=""[186101.59029341]""","=""[197198.33066214]""","=""1s.3d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.918267""","=""0.000005""","=""""","=""2.6575e+02""",AAA,"=""[186101.59029341]""","=""[197198.33011596]""","=""1s.3d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
H,1,"=""901.53""","=""0.10""","=""901.4910""","=""0.0007""","=""(4800)""","=""5.1558e+04""",AAA,"=""97492.304""","=""108581.9945""","=""3""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""L7389""",
Li,2,"=""""","=""""","=""906.99""","=""0.19""","=""""","=""7.6774e+06""",AAA,"=""[581595.90]""","=""[592618.4]""","=""1s.4s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""906.328214""","=""0.000005""","=""2*""","=""2.2973e+04""",AAA,"=""[185564.55932651]""","=""[196595.062062489]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.328403""","=""0.000005""","=""2*""","=""2.0674e+05""",AAA,"=""[185564.55932651]""","=""[196595.059759543]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.328417""","=""0.000005""","=""2*""","=""8.2704e+05""",AAA,"=""[185564.55932651]""","=""[196595.059597060]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.330021""","=""0.000005""","=""2*""","=""3.4460e+05""",AAA,"=""[185564.5813147]""","=""[196595.062062489]""","=""1s.3p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.330210""","=""0.000005""","=""2*""","=""6.2023e+05""",AAA,"=""[185564.5813147]""","=""[196595.059759543]""","=""1s.3p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.352263""","=""0.000005""","=""""","=""4.5947e+05""",AAA,"=""[185564.8520073]""","=""[196595.062062489]""","=""1s.3p""","=""3P*""","=""0""","=""1s.8d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""908.542077""","=""0.000005""","=""""","=""3.6807e+05""",AAA,"=""[186209.3623329]""","=""[197212.986924548]""","=""1s.3p""","=""1P*""","=""1""","=""1s.10d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""911.102599""","=""0.000005""","=""""","=""2.2000e+05""",AAA,"=""[186209.3623329]""","=""[197182.0629406]""","=""1s.3p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""915.696""","=""0.018""","=""""","=""4.0723e+01""",AAA,"=""[581595.90]""","=""[592513.56]""","=""1s.4s""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",E2,"=""T7378""","=""""",
He,1,"=""""","=""""","=""917.448830""","=""0.000005""","=""""","=""3.1109e+05""",AAA,"=""[185564.55932651]""","=""[196461.3592043]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""917.450682""","=""0.000005""","=""""","=""1.8665e+05""",AAA,"=""[185564.5813147]""","=""[196461.3592043]""","=""1s.3p""","=""3P*""","=""1""","=""1s.8s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""917.473473""","=""0.000005""","=""""","=""6.2217e+04""",AAA,"=""[185564.8520073]""","=""[196461.3592043]""","=""1s.3p""","=""3P*""","=""0""","=""1s.8s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.004947""","=""0.000005""","=""""","=""1.7331e+04""",AAA,"=""[186104.96409510]""","=""[196959.69020989]""","=""1s.3d""","=""1D""","=""2""","=""1s.9p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.032516""","=""0.000005""","=""""","=""1.289e+04""",AA,"=""[186101.54358476]""","=""[196955.944780980]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.032729""","=""0.000005""","=""""","=""9.691e+04""",AA,"=""[186101.54609533]""","=""[196955.944780980]""","=""1s.3d""","=""3D""","=""2""","=""1s.9f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""921.0337""","=""""","=""921.032618""","=""0.000005""","=""2*""","=""2.2685e+03""",AAA,"=""[186101.54358476]""","=""[196955.943578608]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""2""",,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032682""","=""0.000005""","=""2*""","=""5.1041e+05""",AAA,"=""[186101.54358476]""","=""[196955.942822912]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""4""",,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032717""","=""0.000005""","=""2*""","=""4.3822e+04""",AAA,"=""[186101.54358476]""","=""[196955.942410380]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""3""",,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032831""","=""0.000005""","=""2*""","=""7.9378e+04""",AAA,"=""[186101.54609533]""","=""[196955.943578608]""","=""1s.3d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""2""",,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.032931""","=""0.000005""","=""2*""","=""3.5681e+05""",AAA,"=""[186101.54609533]""","=""[196955.942410380]""","=""1s.3d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""3""",,"=""T8636c73""","=""L551""",
He,1,"=""921.0337""","=""""","=""921.036582""","=""0.000005""","=""2*""","=""4.2875e+05""",AAA,"=""[186101.59029341]""","=""[196955.943578608]""","=""1s.3d""","=""3D""","=""1""","=""1s.9f""","=""3F*""","=""2""",,"=""T8636c73""","=""L551""",
He,1,"=""""","=""""","=""921.322851""","=""0.000005""","=""""","=""3.9961e+05""",AAA,"=""[186104.96409510]""","=""[196955.944780980]""","=""1s.3d""","=""1D""","=""2""","=""1s.9f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.323052""","=""0.000005""","=""""","=""1.095e+05""",AA,"=""[186104.96409510]""","=""[196955.942410380]""","=""1s.3d""","=""1D""","=""2""","=""1s.9f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.785186""","=""0.000005""","=""""","=""3.1223e+04""",AAA,"=""[186101.54358476]""","=""[196935.32881198]""","=""1s.3d""","=""3D""","=""3""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.785336""","=""0.000005""","=""""","=""2.7871e+04""",AAA,"=""[186101.54609533]""","=""[196935.32956383]""","=""1s.3d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.785400""","=""0.000005""","=""""","=""5.5742e+03""",AAA,"=""[186101.54609533]""","=""[196935.32881198]""","=""1s.3d""","=""3D""","=""2""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.788314""","=""0.000005""","=""""","=""3.7170e+04""",AAA,"=""[186101.59029341]""","=""[196935.33880189]""","=""1s.3d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.789101""","=""0.000005""","=""""","=""9.2925e+03""",AAA,"=""[186101.59029341]""","=""[196935.32956383]""","=""1s.3d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""922.789165""","=""0.000005""","=""""","=""3.7170e+02""",AAA,"=""[186101.59029341]""","=""[196935.32881198]""","=""1s.3d""","=""3D""","=""1""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
H,1,"=""922.97""","=""0.10""","=""922.9014""","=""0.0007""","=""(6500)""","=""8.9050e+04""",AAA,"=""97492.304""","=""108324.7253""","=""3""","=""""","=""""","=""9""","=""""","=""""",,"=""T8637""","=""L7389""",
He,1,"=""""","=""""","=""930.316289""","=""0.000005""","=""""","=""5.1030e+05""",AAA,"=""[186209.3623329]""","=""[196955.446144507]""","=""1s.3p""","=""1P*""","=""1""","=""1s.9d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""934.014266""","=""0.000005""","=""""","=""3.0562e+05""",AAA,"=""[186209.3623329]""","=""[196912.9000793]""","=""1s.3p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""940.613""","=""0.016""","=""""","=""2.179e+03""",AA,"=""[581885.11]""","=""[592513.56]""","=""1s.4p""","=""3P*""","=""1""","=""1s.5d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""940.677""","=""0.016""","=""""","=""8.639e+02""",AA,"=""[581885.83]""","=""[592513.56]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""941.528""","=""0.020""","=""""","=""1.1796e+07""",AAA,"=""[581884.71]""","=""[592502.83]""","=""1s.4p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""941.529""","=""0.013""","=""""","=""1.5923e+07""",AAA,"=""[581885.11]""","=""[592503.22]""","=""1s.4p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""941.534""","=""0.013""","=""""","=""2.1233e+07""",AAA,"=""[581885.83]""","=""[592503.88]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""941.563""","=""0.020""","=""""","=""8.8474e+06""",AAA,"=""[581885.11]""","=""[592502.83]""","=""1s.4p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""941.593""","=""0.013""","=""""","=""5.3075e+06""",AAA,"=""[581885.83]""","=""[592503.22]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""941.627""","=""0.020""","=""""","=""5.8981e+05""",AAA,"=""[581885.83]""","=""[592502.83]""","=""1s.4p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
